title,primary_field,publisher,2000,2005,2010,2015,2020
Three-body force effects in the O 17 magnetic form factor,Inelastic scattering,American Physical Society,-1.897119984885881,,,,
Three-dimensional X-ray absorptiometry (3D-XA): a method for reconstruction of human bones using a dual X-ray absorptiometry device,3D reconstruction,Springer-Verlag,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Three-dimensional axisymmetric model for convection in laser-melted pools,Meteorology,"Maney PublishingSuite 1C, Joseph's Well, Hanover Walk, Leeds LS3 1AB, UK",,,-1.897119984885881,,
Three-dimensional characteristics of the mitochondria of the rat nephron,Biology,Elsevier,-1.897119984885881,,,,
"Three-dimensional distribution, morphology, and nucleation site of intragranular ferrite formed in association with inclusions",Quenching,Elsevier,,,-1.2819343457956478,-0.9522417961598136,-0.9522417961598136
Three-dimensional intensity correlation and power spectra of fully developed speckle fields,Speckle pattern,International Society for Optics and Photonics,,,-1.897119984885881,,
Three-dimensional morphology and gene expression in the Drosophila blastoderm at cellular resolution I: data acquisition pipeline,Biology,BioMed Central,,,,-0.9522417961598136,-0.9522417961598136
Three-dimensional multigroup diffusion code ANDEX based on nodal method for cartesian geometry.,Cartesian coordinate system,Atomic Energy Society of Japan,,,-1.897119984885881,,
Three-dimensional optoacoustic tomography at video rate,Optics,Optical Society of America,,,,-1.2819343457956478,-1.2819343457956478
Three-dimensional quantitative structure-activity relationship analyses of substrates of the human proton-coupled amino acid transporter 1 (hPAT1).,Statistical model,Bioorg Med Chem,,,,-1.2819343457956478,-1.2819343457956478
Three-dimensional reconstruction of adult female mouse submandibular gland secretory structures,Biology,"Wiley Subscription Services, Inc., A Wiley Company",,,-1.897119984885881,,
Three-dimensional reconstruction of biological objects using a graphics engine,Iterative reconstruction,Academic Press,,,-1.897119984885881,,
Three-dimensional reservoir description from multiwell pressure data and prior information,Petroleum Engineering,Society of Petroleum Engineers,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Three-dimensional scanning of eye (lens and vitreous) using a newly developed dynamic light scattering probe,Materials Science,International Society for Optics and Photonics,,,,,-1.897119984885881
Three-dimensional spatial normal modes in compressible boundary layers,Three-dimensional space,Cambridge University Press,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Three-dimensional strain field calculations in multiple InN/AlN wurtzite quantum dots,Three-dimensional space,American Institute of Physics,,,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673
Three-dimensional ultrasonic reflection and attenuation imaging,Iterative reconstruction,IEEE,,,,-1.897119984885881,
"Three-dixensional Reconstruction By SAR Stereo And Interferometry. Application To The ERS-1, Cassini, And Agora Missions",3D reconstruction,IEEE,,,-1.897119984885881,,
Three-level incentive schemes using follower's strategies in differential games,Simulation,Taylor & Francis Group,,,-1.897119984885881,,
"Three-year stability of WISC-R factor scores for black and white, female and male children classified as learning-disabled",Psychology,Pergamon,,,-1.897119984885881,,
Three‐dimensional quantum mechanical studies of the H+H2 reactive scattering,Quantum Hall effect,American Institute of Physics,-1.897119984885881,,,,
Threshold dissociation energies of protonated amine/polyether complexes in a quadrupole ion trap.,Ion trap,J Am Soc Mass Spectrom,,,,-1.2819343457956478,-1.2819343457956478
Threshold effects in gauge theories,Beta function,North-Holland,-1.897119984885881,,,,
Threshold investigation of oxide-confined vertical-cavity laser diodes,Quantum well,American Institute of Physics,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Threshold resummation for Higgs production in effective field theory,Hadron,American Physical Society,,,,-1.0751399324829674,-1.0751399324829674
Threshold size for optimal passive pulmonary targeting and retention of rigid microparticles in rats,Targeting,NIH Public Access,,,,-1.0751399324829674,-1.0751399324829674
Threshold voltage mismatch and intra-die leakage current in digital CMOS circuits,Electronic engineering,IEEE,,,,-1.2819343457956478,-1.2819343457956478
Thresholding for change detection,Data compression,IEEE,,-1.2819343457956478,-0.9038682118755978,-0.6301723813985569,-0.4155154439616658
Thresholds for femtosecond laser-induced breakdown in bulk transparent solids and water,Absorption,International Society for Optics and Photonics,,,-1.647659125254298,-1.647659125254298,-1.647659125254298
Thrombin activation of factor VIII. II. A comparison of purified factor VIII and the low molecular weight factor VIII procoagulant.,Biology,Blackwell Publishing Ltd,-1.897119984885881,,,,
Thrombin receptor activation induces secretion and nonamyloidogenic processing of amyloid beta-protein precursor.,Endocrinology,American Society for Biochemistry and Molecular Biology,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
Thrombocytopenia in Renal Transplantation,Immunology,Karger Publishers,-1.897119984885881,-1.897119984885881,,,
Thrombophilia in pregnancy: a systematic review,Psychiatry,Blackwell,,,,-0.9038682118755978,-0.7576857016975165
Throughput and energy-aware routing for 802.11 based mesh networks,Routing,Elsevier,,,,,-1.2819343457956478
Throughput of multiprocessors with replicated shared memories,Shared disk architecture,ACM,-1.897119984885881,-1.897119984885881,,,
Thymectomy: role in the treatment of myasthenia gravis.,Medicine,Springer Berlin Heidelberg,,,,,-1.647659125254298
Thymic cysts in the neck.,Biology,"John Wiley & Sons, Inc.",-1.897119984885881,,,,
Thymic epithelial cells responsible for impaired generation of NK-T thymocytes in Alymphoplasia mutant mice.,Biology,Cell Immunol,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Thymidine kinase gene therapy with concomitant topotecan chemotherapy for recurrent ovarian cancer.,Oncology,Cancer Gene Ther,,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673
Thymidine metabolism in cells treated with DNA-suppressing factor (DSF).,Biology,Center For Academic Publications Japan,-1.897119984885881,,,,
"Thymol, a constituent of thyme essential oil, is a positive allosteric modulator of human GABA(A) receptors and a homo-oligomeric GABA receptor from Drosophila melanogaster.",Pharmacology,Wiley-Blackwell,,,,-1.5429481711652673,-0.9277625320750339
Thyroglobulin molecules internalized by thyrocytes are sorted in early endosomes and partially recycled back to the follicular lumen.,Biology,Endocrinology,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
Thyroid function in hospitalized patients: effect of illness and serum albumin concentrations.,Endocrinology,American Association for Clinical Chemistry,,,-1.897119984885881,,
"Thyroid hormones, learning and memory.",Psychology,Blackwell Publishing Ltd,,,-1.2819343457956478,-1.1394342831883646,-1.1394342831883646
TiSi2/TiN–A Stable Multilayered Contact Structure for Shallow Implanted Junctions in VLSI Technology,Metallizing,IOP Publishing,-1.897119984885881,-1.897119984885881,,,
Tiagabine in Clinical Practice,Neuroscience,Blackwell Science Inc,,,,-1.2819343457956478,-1.2819343457956478
"Tiberius Barbara Levick: Tiberius the Politician . Pp. 328; 27 plates, 3 maps. London: Thames & Hudson, 1976. Cloth, £9·50.",Environmental ethics,Cambridge University Press,-1.897119984885881,,,,
Tibio-femoral movement in the living knee. A study of weight bearing and non-weight bearing knee kinematics using ‘interventional’ MRI,Radiology,Elsevier,,,,,-1.2819343457956478
Tick-borne fever (Ehrlichia Phagocytophila) as a significant disease of cattle in Switzerland,Virology,Slovak Academy of Sciences,,,,-1.897119984885881,
Tidal analysis of meridional winds at the South Pole using a VHF interferometric meteor radar,Meteorology,American Geophysical Union,,,,-1.2819343457956478,-1.2819343457956478
Tight-binding studies of the tendency for boron to cluster in c-Si. I. Development of an improved boron–boron model,Atomic physics,American Institute of Physics,-0.47348247341316935,-0.47348247341316935,-0.47348247341316935,-0.47348247341316935,-0.47348247341316935
Tight-binding studies of the tendency for boron to cluster in c-Si. II. Interaction of dopants and defects in boron-doped Si,Boron,American Institute of Physics,-0.47348247341316935,-0.47348247341316935,-0.47348247341316935,-0.47348247341316935,-0.47348247341316935
Tightening the Knot in Phytochrome by Single-Molecule Atomic Force Microscopy,Computer simulation,The Biophysical Society,,,,-1.2819343457956478,-1.2819343457956478
Tillering in ‘Grasslands Nui’ perennial ryegrass swards 2. Seasonal pattern of tillering and age of flowering tillers with two mowing frequencies,Biology,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
Time Series Analysis: Forecasting and Control,Time series,Taylor & Francis Group,-1.897119984885881,,,,
Time Variation of Kepler Transits Induced By Stellar Rotating Spots—a Way to Distinguish between Prograde and Retrograde Motion. I. Theory,Astrobiology,American Astronomical Society,,,,,-1.2819343457956478
Time and moisture effects on total and bioavailable copper in soil water extracts.,Biology,J Environ Qual,,,,-1.2819343457956478,-1.2819343457956478
Time as a factor in atmospheric sampling,Turbulence,Am Ind Hyg Assoc J,-1.897119984885881,,,,
Time dependent changes and tissue specificities in the accumulation of anaerobic fermentation products in the sea mussel Mytilus edulis L.,Biology,Pergamon,-1.897119984885881,,,,
Time domain integral equation approach to EM scattering by dielectric solids,Classical mechanics,IEEE,-1.897119984885881,,,,
Time evolution of variances of quadrature operators in a two-mode boson system,Classical mechanics,World Scientific Publishing Company,,,-1.897119984885881,,
Time of application of fertilizer nitrogen for potatoes in Atlantic Canada,Botany,Potato Association of America,,-1.897119984885881,,,
Time optimal production of a specified particle size distribution in emulsion polymerization,Control engineering,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
Time preferences in long-tailed macaques (Macaca fascicularis) and humans (Homo sapiens),Psychology,Springer-Verlag,,,,,-1.5429481711652673
Time resolved measurements of electroluminescence in XLPE under impulse voltage conditions,Materials Science,IEEE,,,,,-1.897119984885881
Time structure of solar decametre type III radio bursts,Radio telescope,Indian Academy of Sciences,-1.897119984885881,-1.897119984885881,,,
Time students spend working at home for school,Psychology,"Elsevier. 6277 Sea Harbor Drive, Orlando, FL 32887-4800. Tel: 877-839-7126; Tel: 407-345-4020; Fax: 407-363-1354; e-mail: usjcs@elsevier.com; Web site: http://www.elsevier.com",,,,,-1.2819343457956478
Time to analgesia for patients with painful extremity injuries transported to the emergency department by ambulance.,Medicine,Prehosp Emerg Care,,,,,-1.2819343457956478
"Time, Space and the Political Economy of Merchant Colonialism in the Cape of Good Hope and VOC World",Social identity theory,Taylor & Francis Group,,,,-1.2819343457956478,-1.2819343457956478
Time-Dependent Kinetics VII: Effect of Diurnal Oscillations on the Time Course of Carbamazepine Autoinduction in the Rhesus Monkey,Pharmacology,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,-1.897119984885881,,,
Time-Dependent Reliability of Random Dynamic Systems Using Time-Series Modeling and Importance Sampling,Reliability engineering,SAE International,,,,-1.5429481711652673,-1.5429481711652673
Time-Processor Trade-offs for Universal Parallel Computers,Computer Science,"Springer, Berlin, Heidelberg",,-1.897119984885881,,,
Time-Space trade-offs for some algebraic problems,Algebraic solution,ACM,-1.897119984885881,-1.897119984885881,,,
Time-Zero Dielectric Reliability Test by a Ramp Method,Electronic engineering,IEEE,-1.2819343457956478,-0.9038682118755978,,,
Time-averaged shadow-moiré method for studying vibrations,Classical mechanics,Optical Society of America,-1.897119984885881,,,,
Time-delay spectrometry for ultrasonic transducer characterisation,Frequency response,IOP Publishing,,-1.897119984885881,-1.897119984885881,,
Time-delayed information can induce the periodic outbreaks of infectious diseases,Medicine,Science China Press,,,,-1.2819343457956478,-1.2819343457956478
Time-dependency of runoff velocity and erosion the effect of the initial soil moisture profile,Water,John wiley & sons ltd,,,,-1.897119984885881,
Time-dependent diffusion and annihilation of positrons implanted in a semi-infinite medium,Chemistry,IOP Publishing,,,,-1.897119984885881,
Time-dependent hardening of blood clots quantitatively measured in vivo with shear-wave ultrasound imaging in a rabbit model of venous thrombosis,Radiology,Elsevier,,,,,-1.2819343457956478
